Company_Name,Rating_Date,Rating_Agency,Rating,Sector,Industry_Group,Security_Name,TotalAsset ,TotalEquity ,TotalDebt,Revenue,EBITDA,NetIncome,cashFromOperations,FreeCashFlow,quickRatio,currentRatio,cashRatio,debtEquityRatio,debtEbitdaRatio,ebitdaInterestExpense,grossProfitMargin,ebitdaMargin ,netProfitMargin,ROA,ROE,assetTurnover,payablesTurnover,receivablesTurnover,inventoryTurnover
Mayora Indah Tbk PT,05/21/2010,PEFIN,AA,Consumer Staples,Food,MYOR IJ Equity," 3,246 "," 1,623 ", 948 ," 4,777 ", 746 , 372 , 467 , 67 ,1.5595,2.2904,0.4374,58.4108,1.2708,5.9085,23.7334,15.6158,7.7903,26.3301,12.0644,1.5486,8.8645,5.9903,7.3387
Mayora Indah Tbk PT,05/23/2003,PEFIN,A,Consumer Staples,Food,MYOR IJ Equity," 1,332 ", 752 , 486 , 999 , 217 , 119 , 144 , 134 ,4.6295,5.9918,2.1213,64.5544,2.2344,4.0287,27.4505,21.77,11.9662,17.4348,8.9931,0.7515,29.1303,3.821,7.517
Mayora Indah Tbk PT,07/16/2007,PEFIN,A,Consumer Staples,Food,MYOR IJ Equity," 1,553 ", 990 , 279 ," 1,972 ", 252 , 94 , 32 ,-20 ,2.4747,3.9093,0.272,28.1755,1.1069,6.1987,25.7128,12.7829,4.7464,10.0376,6.2108,1.3085,11.508,5.0137,7.2794
Medco Energi Internasional Tbk PT,10/25/2010,PEFIN,AA *,Energy,Oil&Gas,MEDC IJ Equity," 19,344 "," 6,898 "," 7,048 "," 6,938 "," 1,555 ", 200 , 114 ,"-2,226 ",1.1097,1.554,0.8733,102.1785,4.968,2.9846,34.3091,22.4107,2.8799,2.6674,0.9566,0.3322,4.8179,5.3381,12.1916
Medco Energi Internasional Tbk PT,06/13/2022,PEFIN,AA,Energy,Oil&Gas,MEDC IJ Equity," 80,933 "," 17,505 "," 45,729 "," 17,916 "," 9,548 ", 673 ," 3,732 "," 1,690 ",0.7658,1.6911,0.5085,261.241,4.813,2.9993,43.9775,53.2912,3.7552,4.5207,0.813,0.2165,3.8694,5.454,7.011
Medco Energi Internasional Tbk PT,12/10/2010,PEFIN,AA,Energy,Oil&Gas,MEDC IJ Equity," 19,344 "," 6,898 "," 7,048 "," 6,938 "," 1,555 ", 200 , 114 ,"-2,226 ",1.1097,1.554,0.8733,102.1785,4.968,2.9846,34.3091,22.4107,2.8799,2.6674,0.9566,0.3322,4.8179,5.3381,12.1916
Medco Energi Internasional Tbk PT,06/02/2004,PEFIN,AA,Energy,Oil&Gas,MEDC IJ Equity," 8,494 "," 4,008 "," 2,806 "," 3,893 "," 1,798 ", 677 , 976 ,-560 ,1.9974,3.0087,1.4691,70.0147,1.5878,11.377,44.4206,46.1853,17.3914,18.5876,8.97,0.5158,5.4101,6.3916,6.9853
Medco Energi Internasional Tbk PT,10/09/2015,PEFIN,A,Energy,Oil&Gas,MEDC IJ Equity," 33,160 "," 11,026 "," 14,739 "," 8,907 "," 2,998 ", 62 ," 2,048 ",-177 ,1.2333,1.6124,1.0161,133.6712,4.6931,3.5363,36.0924,33.6555,0.6978,0.5944,0.2015,0.2888,5.2025,6.1227,12.0584
Medco Power Indonesia PT,05/22/2018,PEFIN,A,Energy,Electric,0237095D IJ Equity," 12,939 "," 3,886 "," 7,209 "," 3,731 "," 1,085 ", 197 , 58 ,-201 ,0.8092,1.7754,0.5085,185.5041,6.6422,3.3442,36.3682,29.0898,5.2717,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
Medco Power Indonesia PT,05/22/2018,PEFIN,A,Energy,Electric,0237095D IJ Equity," 12,939 "," 3,886 "," 7,209 "," 3,731 "," 1,085 ", 197 , 58 ,-201 ,0.8092,1.7754,0.5085,185.5041,6.6422,3.3442,36.3682,29.0898,5.2717,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
Media Nusantara Citra Tbk PT,07/29/2009,PEFIN,A,Communication Services,Media,MNCN IJ Equity," 8,015 "," 4,938 "," 1,759 "," 3,922 ", 760 , 167 , 430 , 123 ,2.385,3.3776,1.2648,35.6315,2.3158,3.3431,42.1551,19.372,4.2569,4.0945,2.3183,0.5446,3.9423,2.6599,2.4964
Medikaloka Hermina Tbk PT,05/30/2022,PEFIN,AA,Health Care,Healthcare-Services,HEAL IJ Equity," 7,573 "," 4,433 "," 1,637 "," 5,869 "," 2,202 ", 996 ," 1,856 "," 1,492 ",1.4037,1.5248,0.7956,36.9329,0.7435,15.3755,50.4977,37.5143,16.97,33.9931,14.3014,0.8427,9.4098,5.7571,32.9238
Merdeka Battery Materials Tbk PT,10/24/2023,PEFIN,A,Materials,Mining,MBMA IJ Equity," 37,551 "," 24,181 "," 9,542 "," 6,768 ", 764 , 322 ," 1,356 ","-6,484 ",2.0949,2.8529,1.7045,39.4586,11.958,2.3824,9.7439,11.2907,4.7537,4.5268,1.7892,0.3764,14.8427,14.2016,10.4247
Merdeka Copper Gold Tbk PT,04/23/2020,PEFIN,A,Materials,Mining,MDKA IJ Equity," 13,172 "," 7,259 "," 2,077 "," 5,686 "," 3,228 "," 1,002 "," 1,349 ",-549 ,0.1961,0.8059,0.1952,28.6182,0.6573,9.5767,38.6638,56.7768,17.617,16.699,8.0989,0.4597,6.7539,522.4534,2.686
Merdeka Copper Gold Tbk PT,09/08/2022,PEFIN,A,Materials,Mining,MDKA IJ Equity," 18,206 "," 11,098 "," 5,380 "," 5,451 "," 3,054 ", 517 ," 1,622 ", 34 ,0.7843,1.3838,0.7823,48.4731,1.77,12.4863,31.5251,56.0302,9.4863,5.6005,3.2731,0.345,11.6963,287.9599,2.2449
Metrodata Electronics Tbk PT,12/12/2003,PEFIN,BBB,Information Technology,Distribution/Wholesale,MTDL IJ Equity, 452 , 247 , 87 , 995 , 59 ,-38 ,-119 ,-153 ,1.4104,2.479,0.3154,35.2884,1.4676,4.9564,13.5824,5.9767,-3.8134,-14.3979,-7.6637,2.0097,13.1718,7.7236,13.7365
Mitra Adiperkasa Tbk PT,09/14/2018,PEFIN,AA,Consumer Discretionary,Retail,MAPI IJ Equity," 11,425 "," 4,242 "," 3,534 "," 16,306 "," 1,802 ", 335 ," 1,408 ", 349 ,0.3917,1.4894,0.2818,83.2979,1.9605,4.6876,48.1801,11.0543,2.0524,9.2428,3.0273,1.475,7.3827,37.1707,2.7826
Mitra Adiperkasa Tbk PT,09/27/2012,PEFIN,AA,Consumer Discretionary,Retail,MAPI IJ Equity," 4,415 "," 1,794 "," 1,114 "," 5,890 ", 923 , 360 , 483 , 39 ,0.2122,1.04,0.1267,62.0713,1.2071,7.4753,51.6588,15.6641,6.1195,22.09,8.915,1.4568,5.3578,36.5642,2.3225
Mitra Adiperkasa Tbk PT,11/09/2009,PEFIN,A,Consumer Discretionary,Retail,MAPI IJ Equity," 3,761 "," 1,128 "," 1,379 "," 3,468 ", 504 ,-70 , 207 ,-117 ,0.3013,1.4029,0.2042,122.2767,2.7355,6.923,53.0965,14.5335,-2.0124,-5.9312,-2.0768,1.032,4.8404,28.3332,1.7498
Mitra Pinasthika Mustika Tbk PT,05/19/2014,Fitch Nat,WD,Consumer Discretionary,Auto Manufacturers,MPMX IJ Equity," 11,220 "," 4,395 "," 5,539 "," 13,879 "," 1,196 ", 526 , 215 ,-830 ,0.3658,1.0882,0.2462,126.0314,4.6304,5.7455,14.582,8.6184,3.7935,18.3957,5.1896,1.368,17.8994,30.452,44.4197
Mitra Pinasthika Mustika Tbk PT,07/09/2013,Fitch Nat,A,Consumer Discretionary,Auto Manufacturers,MPMX IJ Equity," 9,070 "," 1,837 "," 6,137 "," 10,777 ", 915 , 374 , 220 ,-479 ,0.4037,1.0975,0.3069,334.0427,6.7074,4.5431,15.0156,8.49,3.4661,30.851,6.407,1.8485,18.2661,33.3947,42.7792
MNC Energy Investments Tbk PT,07/28/2023,PEFIN,A,Energy,Transportation,IATA IJ Equity," 2,796 "," 1,169 ", 548 ," 2,852 "," 1,062 ", 501 , 320 ,-294 ,0.1255,0.344,0.0136,46.8567,0.4936,46.1783,64.2209,37.2431,17.5654,73.9504,24.0776,1.3707,4.0537,29.0179,8.8547
Modernland Realty Tbk PT,11/27/2021,PEFIN,WR,Real Estate,Real Estate,MDLN IJ Equity," 14,850 "," 4,220 "," 5,798 ", 732 ,"-1,058 ","-1,764 ",-127 ,-161 ,0.0371,0.2569,0.0231,137.3916,#N/A N/A,-1.9163,49.3748,-144.5916,-241.1294,-34.5786,-11.5043,0.0477,1.3283,5.5788,0.1886
Modernland Realty Tbk PT,09/17/2020,PEFIN,SD,Real Estate,Real Estate,MDLN IJ Equity," 15,815 "," 5,982 "," 5,704 "," 1,548 ", 766 ,-104 , 350 , 260 ,0.2191,0.9071,0.177,95.3494,7.446,1.4442,58.9982,49.4981,-6.6975,-1.618,-0.6678,0.0997,6.8504,1.9034,0.3899
Modernland Realty Tbk PT,06/24/2020,PEFIN,CCC,Real Estate,Real Estate,MDLN IJ Equity," 15,815 "," 5,982 "," 5,704 "," 1,548 ", 766 ,-104 , 350 , 260 ,0.2191,0.9071,0.177,95.3494,7.446,1.4442,58.9982,49.4981,-6.6975,-1.618,-0.6678,0.0997,6.8504,1.9034,0.3899
Modernland Realty Tbk PT,06/15/2020,PEFIN,BBB,Real Estate,Real Estate,MDLN IJ Equity," 15,815 "," 5,982 "," 5,704 "," 1,548 ", 766 ,-104 , 350 , 260 ,0.2191,0.9071,0.177,95.3494,7.446,1.4442,58.9982,49.4981,-6.6975,-1.618,-0.6678,0.0997,6.8504,1.9034,0.3899
Modernland Realty Tbk PT,04/15/2020,PEFIN,BBB,Real Estate,Real Estate,MDLN IJ Equity," 15,815 "," 5,982 "," 5,704 "," 1,548 ", 766 ,-104 , 350 , 260 ,0.2191,0.9071,0.177,95.3494,7.446,1.4442,58.9982,49.4981,-6.6975,-1.618,-0.6678,0.0997,6.8504,1.9034,0.3899
Modernland Realty Tbk PT,10/07/2014,PEFIN,A,Real Estate,Real Estate,MDLN IJ Equity," 9,648 "," 4,676 "," 3,468 "," 1,844 "," 1,051 "," 2,452 ",-307 ,-476 ,0.3665,0.8341,0.2228,74.1741,3.2992,5.8421,72.2788,57.0089,132.9628,71.0491,34.4355,0.259,11.4777,5.1658,0.6902
Modernland Realty Tbk PT,04/11/2018,PEFIN,A,Real Estate,Real Estate,MDLN IJ Equity," 14,600 "," 7,077 "," 4,860 "," 3,196 "," 1,302 ", 615 , 685 , 457 ,0.7675,1.3302,0.453,68.6702,3.7325,2.2283,60.6445,40.7427,19.2363,8.9927,4.2195,0.2193,5.5206,2.1918,0.9903
Modernland Realty Tbk PT,09/18/2012,PEFIN,A,Real Estate,Real Estate,MDLN IJ Equity," 2,410 "," 1,187 ", 372 , 505 , 135 , 92 , 70 ,-19 ,0.4325,1.3497,0.1155,31.36,2.7511,2.9835,52.8347,26.803,18.2453,8.0084,4.1446,0.2272,7.0863,1.9335,0.6937
Mora Telematika Indonesia PT,08/16/2017,PEFIN,A,Communication Services,Telecommunications,MORA IJ Equity," 2,072 ", 824 , 648 ," 1,128 ", 291 , 11 , 274 , 31 ,0.5653,0.7247,0.1905,78.6916,2.2244,5.3985,34.116,25.8302,0.9761,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
Mora Telematika Indonesia PT,03/08/2022,PEFIN,A,Communication Services,Telecommunications,MORA IJ Equity," 14,565 "," 4,558 "," 7,896 "," 4,180 "," 2,072 ", 579 ," 1,573 ", 570 ,0.4313,1.0024,0.3084,173.2248,3.8116,2.8263,60.6997,49.5604,13.8497,16.2538,4.141,0.299,1.8399,10.2171,25.8447
Mulialand Tbk PT,07/21/2000,PEFIN,WR,Real Estate,Real Estate,MLND IJ Equity," 2,764 ", 774 , 918 , 538 , 312 , 213 , 198 , 167 ,0.4808,0.7036,0.1204,118.5511,2.9434,2.0597,48.7047,57.9995,39.5454,34.1869,7.55,0.1909,53.0774,1.0347,1.129
Multipolar Tbk PT,06/17/2019,Fitch Nat,WD,Consumer Discretionary,Computers,MLPL IJ Equity," 17,161 "," 6,254 "," 5,207 "," 14,982 ", 724 ,"-1,222 ",-235 ,-586 ,0.5241,1.133,0.4252,83.2541,7.1876,1.4304,18.7572,4.8353,-8.1548,-20.4254,-6.5713,0.8058,6.5951,27.8987,6.4854
Multipolar Tbk PT,06/23/2017,Fitch Nat,BBB,Consumer Discretionary,Computers,MLPL IJ Equity," 24,123 "," 9,364 "," 4,604 "," 17,814 "," 1,611 ", 244 , 478 ,-116 ,0.4124,1.3172,0.3604,49.1673,2.8586,2.7082,17.899,9.0414,1.3676,3.2926,1.0457,0.7646,5.4948,42.7769,4.2682
Multipolar Tbk PT,07/01/2016,Fitch Nat,BBB,Consumer Discretionary,Computers,MLPL IJ Equity," 22,472 "," 8,651 "," 4,712 "," 17,740 ", 90 ,"-1,181 ",-578 ,"-1,078 ",0.2469,1.1946,0.2087,54.4642,52.4944,0.1591,17.9501,0.506,-6.6558,-15.1686,-5.2157,0.7836,5.7273,39.2649,4.2883
Multipolar Tbk PT,03/27/2019,Fitch Nat,BB,Consumer Discretionary,Computers,MLPL IJ Equity," 17,161 "," 6,254 "," 5,207 "," 14,982 ", 724 ,"-1,222 ",-235 ,-586 ,0.5241,1.133,0.4252,83.2541,7.1876,1.4304,18.7572,4.8353,-8.1548,-20.4254,-6.5713,0.8058,6.5951,27.8987,6.4854
Multipolar Tbk PT,06/16/2019,Fitch Nat,BB,Consumer Discretionary,Computers,MLPL IJ Equity," 17,161 "," 6,254 "," 5,207 "," 14,982 ", 724 ,"-1,222 ",-235 ,-586 ,0.5241,1.133,0.4252,83.2541,7.1876,1.4304,18.7572,4.8353,-8.1548,-20.4254,-6.5713,0.8058,6.5951,27.8987,6.4854
Multipolar Tbk PT,06/21/2018,Fitch Nat,BB,Consumer Discretionary,Computers,MLPL IJ Equity," 20,024 "," 7,536 "," 5,278 "," 17,077 ",-777 ,"-1,247 ","-1,041 ","-1,356 ",0.5497,1.2101,0.4771,70.0379,#N/A N/A,-1.148,12.934,-4.5481,-7.3013,-17.6524,-5.6488,0.7737,5.4171,34.8531,5.577
Multipolar Tbk PT,07/09/2015,Fitch Nat,A,Consumer Discretionary,Computers,MLPL IJ Equity," 22,802 "," 10,287 "," 3,461 "," 17,074 ", 3 ," 1,895 ",-343 ,"-1,426 ",0.3907,1.3468,0.3233,33.6449,1207.6619,0.0076,17.7507,0.0168,11.0965,24.4319,8.8005,0.7931,5.4231,37.3877,4.4359
Nippon Indosari Corpindo Tbk PT,05/07/2013,PEFIN,AA,Consumer Staples,Food,ROTI IJ Equity," 1,205 ", 667 , 303 ," 1,191 ", 227 , 149 , 178 ,-251 ,0.8906,1.1246,0.1938,45.4416,1.3344,#N/A N/A,46.725,19.063,12.5249,24.5909,15.1877,1.2126,8.8626,9.9405,32.6138
Oki Pulp & Paper Mills PT,12/23/2021,PEFIN,A,Materials,Forest Products&Paper,1697603D IJ Equity," 72,455 "," 35,213 "," 33,355 "," 20,381 "," 9,137 "," 4,340 "," 6,474 "," 2,527 ",0.9058,1.3783,0.228,94.725,3.8219,3.6132,42.8271,44.83,21.2924,12.8708,5.8002,0.2724,4.3512,2.4016,7.5723
Omni Inovasi Indonesia Tbk PT,07/29/2019,Fitch Nat,WD,Consumer Discretionary,Retail,TELE IJ Equity," 8,339 "," 3,889 "," 3,756 "," 29,343 "," 1,065 ", 444 , 633 , 618 ,2.4223,5.1886,0.2852,96.5931,3.5284,2.738,5.3585,3.628,1.5121,11.9502,5.1927,3.4342,81.4523,9.7955,7.8564
Omni Inovasi Indonesia Tbk PT,06/09/2020,PEFIN,SD,Consumer Discretionary,Retail,TELE IJ Equity," 2,957 ","-1,645 "," 3,996 "," 28,442 ","-6,654 ","-5,568 ",-174 ,-177 ,0.1841,0.3144,0.112,#N/A N/A,#N/A N/A,-19.6558,1.3201,-23.3939,-19.5761,#N/A N/A,-98.5838,5.0359,90.7678,16.6509,14.1914
Omni Inovasi Indonesia Tbk PT,07/10/2018,Fitch Nat,NR,Consumer Discretionary,Retail,TELE IJ Equity," 8,750 "," 3,543 "," 4,772 "," 27,914 "," 1,064 ", 418 ,-687 ,-697 ,1.8029,3.8794,0.4219,134.6835,4.4874,2.1711,5.5461,3.8099,1.496,12.3849,4.923,3.2908,63.9335,9.8597,8.1654
Omni Inovasi Indonesia Tbk PT,07/14/2020,PEFIN,D,Consumer Discretionary,Retail,TELE IJ Equity," 2,957 ","-1,645 "," 3,996 "," 28,442 ","-6,654 ","-5,568 ",-174 ,-177 ,0.1841,0.3144,0.112,#N/A N/A,#N/A N/A,-19.6558,1.3201,-23.3939,-19.5761,#N/A N/A,-98.5838,5.0359,90.7678,16.6509,14.1914
Omni Inovasi Indonesia Tbk PT,06/19/2017,Fitch Nat,BBB,Consumer Discretionary,Retail,TELE IJ Equity," 8,215 "," 3,205 "," 4,198 "," 27,310 "," 1,042 ", 468 ,-767 ,-789 ,3.1046,5.9891,0.8561,130.9534,4.0297,2.6932,5.7886,3.8141,1.7143,15.5622,6.1025,3.5597,42.4945,10.754,10.7199
Omni Inovasi Indonesia Tbk PT,06/19/2017,Fitch Nat,BBB,Consumer Discretionary,Retail,TELE IJ Equity," 8,215 "," 3,205 "," 4,198 "," 27,310 "," 1,042 ", 468 ,-767 ,-789 ,3.1046,5.9891,0.8561,130.9534,4.0297,2.6932,5.7886,3.8141,1.7143,15.5622,6.1025,3.5597,42.4945,10.754,10.7199
Omni Inovasi Indonesia Tbk PT,09/13/2018,PEFIN,BBB,Consumer Discretionary,Retail,TELE IJ Equity," 8,750 "," 3,543 "," 4,772 "," 27,914 "," 1,064 ", 418 ,-687 ,-697 ,1.8029,3.8794,0.4219,134.6835,4.4874,2.1711,5.5461,3.8099,1.496,12.3849,4.923,3.2908,63.9335,9.8597,8.1654
Omni Inovasi Indonesia Tbk PT,04/23/2020,PEFIN,BBB,Consumer Discretionary,Retail,TELE IJ Equity," 2,957 ","-1,645 "," 3,996 "," 28,442 ","-6,654 ","-5,568 ",-174 ,-177 ,0.1841,0.3144,0.112,#N/A N/A,#N/A N/A,-19.6558,1.3201,-23.3939,-19.5761,#N/A N/A,-98.5838,5.0359,90.7678,16.6509,14.1914
Omni Inovasi Indonesia Tbk PT,08/16/2018,Fitch Nat,BB,Consumer Discretionary,Retail,TELE IJ Equity," 8,750 "," 3,543 "," 4,772 "," 27,914 "," 1,064 ", 418 ,-687 ,-697 ,1.8029,3.8794,0.4219,134.6835,4.4874,2.1711,5.5461,3.8099,1.496,12.3849,4.923,3.2908,63.9335,9.8597,8.1654
Omni Inovasi Indonesia Tbk PT,07/12/2018,PEFIN,BB,Consumer Discretionary,Retail,TELE IJ Equity," 8,750 "," 3,543 "," 4,772 "," 27,914 "," 1,064 ", 418 ,-687 ,-697 ,1.8029,3.8794,0.4219,134.6835,4.4874,2.1711,5.5461,3.8099,1.496,12.3849,4.923,3.2908,63.9335,9.8597,8.1654
Omni Inovasi Indonesia Tbk PT,06/08/2018,PEFIN,BB,Consumer Discretionary,Retail,TELE IJ Equity," 8,750 "," 3,543 "," 4,772 "," 27,914 "," 1,064 ", 418 ,-687 ,-697 ,1.8029,3.8794,0.4219,134.6835,4.4874,2.1711,5.5461,3.8099,1.496,12.3849,4.923,3.2908,63.9335,9.8597,8.1654
Omni Inovasi Indonesia Tbk PT,06/06/2018,Fitch Nat,B,Consumer Discretionary,Retail,TELE IJ Equity," 8,750 "," 3,543 "," 4,772 "," 27,914 "," 1,064 ", 418 ,-687 ,-697 ,1.8029,3.8794,0.4219,134.6835,4.4874,2.1711,5.5461,3.8099,1.496,12.3849,4.923,3.2908,63.9335,9.8597,8.1654
Omni Inovasi Indonesia Tbk PT,06/06/2018,Fitch Nat,B,Consumer Discretionary,Retail,TELE IJ Equity," 8,750 "," 3,543 "," 4,772 "," 27,914 "," 1,064 ", 418 ,-687 ,-697 ,1.8029,3.8794,0.4219,134.6835,4.4874,2.1711,5.5461,3.8099,1.496,12.3849,4.923,3.2908,63.9335,9.8597,8.1654
Omni Inovasi Indonesia Tbk PT,07/07/2015,Fitch Nat,A,Consumer Discretionary,Retail,TELE IJ Equity," 5,018 "," 2,498 "," 1,748 "," 14,590 ", 558 , 311 ,-969 ,-983 ,0.9248,1.8011,0.2587,69.9556,3.1312,4.0865,5.6147,3.8257,2.1319,16.0161,7.3416,3.4437,23.3121,9.9137,17.1061
Omni Inovasi Indonesia Tbk PT,07/07/2015,Fitch Nat,A,Consumer Discretionary,Retail,TELE IJ Equity," 5,018 "," 2,498 "," 1,748 "," 14,590 ", 558 , 311 ,-969 ,-983 ,0.9248,1.8011,0.2587,69.9556,3.1312,4.0865,5.6147,3.8257,2.1319,16.0161,7.3416,3.4437,23.3121,9.9137,17.1061
Omni Inovasi Indonesia Tbk PT,07/21/2014,PEFIN,A,Consumer Discretionary,Retail,TELE IJ Equity," 3,455 "," 1,387 "," 1,463 "," 10,485 ", 463 , 295 ,-663 ,-727 ,0.8876,1.4033,0.2439,105.4807,3.1586,6.4898,5.9943,4.4169,2.8127,23.6484,12.2519,4.3559,38.4021,12.184,21.0063
Omni Inovasi Indonesia Tbk PT,04/09/2018,PEFIN,A,Consumer Discretionary,Retail,TELE IJ Equity," 8,750 "," 3,543 "," 4,772 "," 27,914 "," 1,064 ", 418 ,-687 ,-697 ,1.8029,3.8794,0.4219,134.6835,4.4874,2.1711,5.5461,3.8099,1.496,12.3849,4.923,3.2908,63.9335,9.8597,8.1654
Pabrik Kertas Tjiwi Kimia Tbk PT,10/09/2012,PEFIN,WR,Materials,Forest Products&Paper,TKIM IJ Equity," 23,487 "," 6,785 "," 2,428 "," 12,101 "," 1,648 ", 620 ," 1,067 ", 336 ,0.7135,1.9238,0.307,35.7765,1.4142,5.4429,16.8893,13.6169,5.1254,9.9705,2.8851,0.5629,16.0766,5.6143,3.822
Pabrik Kertas Tjiwi Kimia Tbk PT,07/01/2004,PEFIN,NR,Materials,Forest Products&Paper,TKIM IJ Equity," 17,842 "," 3,528 "," 10,587 "," 7,458 "," 1,355 ",-259 , 351 , 305 ,0.0837,0.2876,0.0051,300.122,7.9512,1.4406,22.2798,18.1675,-3.4789,-6.9757,-1.4277,0.4104,4.7128,6.5027,3.5153
Pabrik Kertas Tjiwi Kimia Tbk PT,05/08/2001,PEFIN,D,Materials,Forest Products&Paper,TKIM IJ Equity," 20,909 "," 5,294 "," 12,695 "," 6,957 ", 118 ,"-3,022 ",-899 ,"-1,066 ",0.0283,0.2405,0.0027,239.783,93.4346,0.1142,6.8872,1.696,-43.4379,-49.1486,-16.1202,0.3711,4.3634,4.0688,3.5228
Pabrik Kertas Tjiwi Kimia Tbk PT,03/13/2001,PEFIN,CCC,Materials,Forest Products&Paper,TKIM IJ Equity," 20,909 "," 5,294 "," 12,695 "," 6,957 ", 118 ,"-3,022 ",-899 ,"-1,066 ",0.0283,0.2405,0.0027,239.783,93.4346,0.1142,6.8872,1.696,-43.4379,-49.1486,-16.1202,0.3711,4.3634,4.0688,3.5228
Pabrik Kertas Tjiwi Kimia Tbk PT,10/20/2008,PEFIN,BBB,Materials,Forest Products&Paper,TKIM IJ Equity," 20,357 "," 5,341 "," 12,448 "," 10,553 "," 1,112 ", 92 , 513 ,-198 ,0.7597,2.533,0.1128,233.0558,10.8925,4.6589,13.707,10.5352,0.871,1.7846,0.4696,0.5392,13.5804,7.9948,3.2233
Pabrik Kertas Tjiwi Kimia Tbk PT,09/21/2006,PEFIN,BBB,Materials,Forest Products&Paper,TKIM IJ Equity," 20,709 "," 6,120 "," 12,953 "," 8,998 "," 1,253 ", 175 , 730 , 105 ,0.7046,2.7995,0.1633,211.6653,10.2023,4.3755,17.6328,13.927,1.9452,2.9403,0.854,0.439,17.6513,7.1258,3.3896
Pabrik Kertas Tjiwi Kimia Tbk PT,02/14/2001,PEFIN,BB,Materials,Forest Products&Paper,TKIM IJ Equity," 20,909 "," 5,294 "," 12,695 "," 6,957 ", 118 ,"-3,022 ",-899 ,"-1,066 ",0.0283,0.2405,0.0027,239.783,93.4346,0.1142,6.8872,1.696,-43.4379,-49.1486,-16.1202,0.3711,4.3634,4.0688,3.5228
Pabrik Kertas Tjiwi Kimia Tbk PT,02/11/2000,PEFIN,A,Materials,Forest Products&Paper,TKIM IJ Equity," 16,338 "," 6,506 "," 7,868 "," 6,810 "," 1,929 ", 816 ," 1,406 "," 1,180 ",1.6048,2.4478,0.528,120.9247,4.5056,2.6492,32.4534,28.3262,11.9768,12.0395,4.6028,0.3843,3.736,2.4592,2.8792
Pakuwon Jati Tbk PT,10/30/2000,PEFIN,WR,Real Estate,Real Estate,PWON IJ Equity," 1,599 ",-83 ," 1,268 ", 123 , 56 ,-20 , 51 , 48 ,0.0994,0.3432,0.0747,#N/A N/A,22.5429,0.3494,28.2994,45.6815,-16.171,#N/A N/A,-1.2315,0.0762,7.8807,4.3025,0.7375
Pakuwon Jati Tbk PT,12/07/2009,Fitch Nat,D,Real Estate,Real Estate,PWON IJ Equity," 3,563 "," 1,090 "," 1,780 ", 454 , 206 ,-9 , 142 ,-148 ,0.7477,0.9072,0.6486,163.2402,8.6392,2.498,50.0769,45.3945,-2.0866,-0.9388,-0.2836,0.1359,6.1063,11.6063,73.5314
Pakuwon Jati Tbk PT,06/18/2009,Fitch Nat,CC,Real Estate,Real Estate,PWON IJ Equity," 3,563 "," 1,090 "," 1,780 ", 454 , 206 ,-9 , 142 ,-148 ,0.7477,0.9072,0.6486,163.2402,8.6392,2.498,50.0769,45.3945,-2.0866,-0.9388,-0.2836,0.1359,6.1063,11.6063,73.5314
Pakuwon Jati Tbk PT,10/22/2009,Fitch Nat,C,Real Estate,Real Estate,PWON IJ Equity," 3,563 "," 1,090 "," 1,780 ", 454 , 206 ,-9 , 142 ,-148 ,0.7477,0.9072,0.6486,163.2402,8.6392,2.498,50.0769,45.3945,-2.0866,-0.9388,-0.2836,0.1359,6.1063,11.6063,73.5314
Pakuwon Jati Tbk PT,12/10/2010,Fitch Nat,BBB,Real Estate,Real Estate,PWON IJ Equity," 3,477 "," 1,246 "," 1,454 ", 697 , 256 , 147 , 88 ,-185 ,0.6971,0.9468,0.5757,116.7091,5.6787,2.4688,37.7573,36.7167,21.0245,13.611,4.1658,0.1981,6.978,16.8009,145.5875
Pakuwon Jati Tbk PT,09/04/2006,Fitch Nat,BBB,Real Estate,Real Estate,PWON IJ Equity," 1,694 ", 81 ," 1,163 ", 358 , 197 , 643 , 161 , 151 ,0.9609,1.0403,0.8922,1441.6436,5.9182,29.8801,50.6187,54.941,179.753,#N/A N/A,37.9507,0.2111,17.7775,25.4903,115.2784
Pakuwon Jati Tbk PT,08/26/2011,Fitch Nat,BBB,Real Estate,Real Estate,PWON IJ Equity," 4,929 "," 2,027 "," 1,841 "," 1,228 ", 540 , 272 , 513 , 26 ,0.7087,0.8882,0.5194,90.8269,3.4061,4.5665,45.5642,44.0073,22.1788,17.9325,6.4806,0.2922,13.3189,15.3997,246.9656
Pakuwon Jati Tbk PT,11/11/2008,Fitch Nat,BB,Real Estate,Real Estate,PWON IJ Equity," 3,115 "," 1,096 "," 1,585 ", 444 , 231 , 84 , 47 ,-132 ,0.7835,0.9809,0.6204,144.6037,6.8715,1.8106,52.5712,51.9071,18.8285,8.6119,2.867,0.1523,8.767,16.4035,91.0742
